Country,Stage,Category,source,Production(kg)_2024,Import(kg)_2024,Export(kg)_2024,Consumption(kg)_2024
Ecuador,raw,Titanium,,0.0,626884.8,0.0,626884.8
Ecuador,raw,Zirconium,,0.0,3305600.0,0.0,3305600.0
Egypt,processed,Aluminium,BGS,310000000.0,282684919.05799997,236415826.204,356269092.854
Egypt,processed,Bauxite,,0.0,112584571.522,5381.309,112579190.213
Egypt,processed,Boron,,0.0,8267495.953,19876.885,8247619.068
Egypt,processed,Cadmium,,0.0,224.272,0.0,224.272
Egypt,processed,Chromium,,0.0,314883.184,0.0,314883.184
Egypt,processed,Cobalt,,0.0,2126.056,0.0,2126.056
Egypt,processed,Copper,BGS,4000000.0,229355819.039,107634723.60599999,125721095.43300001
Egypt,processed,Fluorspar,BGS,1000000.0,0.0,0.0,1000000.0
Egypt,processed,Lead,BGS,27000000.0,3299211.1939999997,0.0,30299211.194
Egypt,processed,Lithium,,0.0,120371.62,0.0,120371.62
Egypt,processed,Magnesium,,0.0,9896999.857,147425.378,9749574.479
Egypt,processed,Manganese,,0.0,852859.281,50194.008,802665.2729999999
Egypt,processed,Molybdenum,,0.0,14018.211000000001,1.316,14016.895
Egypt,processed,Nickel,,0.0,608770.569,0.0,608770.569
Egypt,processed,Niobium,,0.0,61.063,0.0,61.063
Egypt,processed,Platinum Group Metals,,0.0,163.35899999999998,0.0,163.35899999999998
Egypt,processed,Rare Earths,,0.0,2841.003,0.0,2841.003
Egypt,processed,Silver,,0.0,6865.3,2332.513,4532.787
Egypt,processed,Tin,,0.0,250384.659,3.505,250381.154
Egypt,processed,Titanium,,0.0,11874337.393,42108.814,11832228.579
Egypt,processed,Vanadium,,0.0,307848.816,0.0,307848.816
Egypt,processed,Zinc,,0.0,43945705.517,1796094.763,42149610.754
Egypt,raw,Aluminium,WMD,310000000.0,8384706.59,0.0,318384706.59
Egypt,raw,Bauxite,,0.0,8384706.59,0.0,8384706.59
Egypt,raw,Boron,,0.0,12539342.569,0.0,12539342.569
Egypt,raw,Chromium,,0.0,548030.669,0.0,548030.669
Egypt,raw,Copper,,0.0,910.776,401.664,509.11199999999997
Egypt,raw,Fluorspar,WMD,1000000.0,9372896.444999998,12971.075,10359925.37
Egypt,raw,Gold,WMD,13998.0,0.0,0.0,13998.0
Egypt,raw,Graphite,,0.0,66464.573,2381.833,64082.740000000005
Egypt,raw,Lead,,0.0,24800.117,0.0,24800.117
Egypt,raw,Manganese,WMD,1000000.0,257958.801,0.0,1257958.801
Egypt,raw,Tellurium,,0.0,4.297,0.0,4.297
Egypt,raw,Zirconium,,0.0,86328.322,0.0,86328.322
El Salvador,processed,Aluminium,,0.0,20562251.394,17577619.64,2984631.7540000007
El Salvador,processed,Bauxite,,0.0,4212228.34,13610.0,4198618.34
El Salvador,processed,Boron,,0.0,119463.57,0.0,119463.57
El Salvador,processed,Chromium,,0.0,13477.58,0.0,13477.58
El Salvador,processed,Cobalt,,0.0,395.05,0.0,395.05
El Salvador,processed,Copper,,0.0,3133541.035,94629.81,3038911.225
El Salvador,processed,Gallium,,0.0,328.0,0.2,327.8
El Salvador,processed,Germanium,,0.0,328.0,0.2,327.8
El Salvador,processed,Gold,,0.0,4539.09,0.0,4539.09
El Salvador,processed,Imdium,,0.0,328.0,0.2,327.8
El Salvador,processed,Lithium,,0.0,89.86,0.0,89.86
El Salvador,processed,Magnesium,,0.0,519589.51,0.0,519589.51
El Salvador,processed,Manganese,,0.0,103338.13,0.2,103337.93000000001
El Salvador,processed,Molybdenum,,0.0,1013.11,0.0,1013.11
El Salvador,processed,Nickel,,0.0,10378.2,22.5,10355.7
El Salvador,processed,Niobium,,0.0,71334.94,212.89999999999998,71122.04000000001
El Salvador,processed,Rare Earths,,0.0,15902.550000000001,0.0,15902.550000000001
El Salvador,processed,Silicon,,0.0,10340314.86,153530.9,10186783.959999999
El Salvador,processed,Tin,,0.0,42154.94,3995.52,38159.420000000006
El Salvador,processed,Titanium,,0.0,236481.95,4613.0,231868.95
El Salvador,processed,Vanadium,,0.0,9850.82,0.2,9850.619999999999
El Salvador,processed,Zinc,,0.0,678980.16,180717.26,498262.9
El Salvador,raw,Boron,,0.0,153538.6,0.0,153538.6
El Salvador,raw,Cobalt,,0.0,0.46,0.0,0.46
El Salvador,raw,Copper,,0.0,3991.54,0.0,3991.54
El Salvador,raw,Fluorspar,,0.0,506361.05,0.0,506361.05
El Salvador,raw,Graphite,,0.0,271.32,85.0,186.32
El Salvador,raw,Lithium,,0.0,9834409.75,2026.0,9832383.75
El Salvador,raw,Magnesium,,0.0,1756610.5,0.0,1756610.5
El Salvador,raw,Selenium,,0.0,514.0,0.0,514.0
El Salvador,raw,Tin,,0.0,1979.84,0.0,1979.84
El Salvador,raw,Zinc,,0.0,12094.1,112.0,11982.1
El Salvador,raw,Zirconium,,0.0,80.45,0.0,80.45
Equatorial Guinea,raw,Gold,BGS,200.0,0.0,0.0,200.0
Eritrea,raw,Copper,WMD,17595000.0,0.0,0.0,17595000.0
Eritrea,raw,Gold,WMD,2550.0,0.0,0.0,2550.0
Eritrea,raw,Silver,WMD,48532.0,0.0,0.0,48532.0
Eritrea,raw,Zinc,WMD,116829000.0,0.0,0.0,116829000.0
Estonia,processed,Aluminium,,0.0,174686297.848,144440035.784,30246262.06399998
Estonia,processed,Bauxite,,0.0,8946780.064000001,924656.0,8022124.064000001
Estonia,processed,Boron,,0.0,556562.16,45.120000000000005,556517.04
Estonia,processed,Chromium,,0.0,296349568.0,2769600.0,293579968.0
Estonia,processed,Cobalt,,0.0,7336.88,0.0,7336.88
Estonia,processed,Gold,,0.0,20442.144,18351.839999999997,2090.3040000000037
Estonia,processed,Magnesium,,0.0,5452873.904,2079200.0,3373673.904
Estonia,processed,Molybdenum,,0.0,1703.56,0.0,1703.56
Estonia,processed,Nickel,,0.0,12588209.872,5949698.8,6638511.072
Estonia,processed,Platinum Group Metals,,0.0,127.256,106.95200000000001,20.303999999999988
Estonia,processed,Rare Earths,,0.0,29491110.264000002,20534128.487999998,8956981.776000004
Estonia,processed,Silicon,,0.0,15746763.152,105926.272,15640836.88
Estonia,processed,Tin,,0.0,215699.52000000002,118579.792,97119.72800000002
Estonia,processed,Titanium,,0.0,72601816.48,11864672.0,60737144.480000004
Estonia,processed,Zinc,,0.0,7040417.603999999,4807804.736,2232612.868
Estonia,raw,Copper,,0.0,1962.0,0.0,1962.0
Estonia,raw,Fluorspar,,0.0,206400.0,16000.0,190400.0
Estonia,raw,Gold,,0.0,8000.0,0.0,8000.0
Estonia,raw,Graphite,,0.0,39087.520000000004,3635.6,35451.920000000006
Estonia,raw,Lithium,,0.0,13829532.352,1395916.0,12433616.352
Estonia,raw,Magnesium,,0.0,443.536,0.0,443.536
Estonia,raw,Manganese,,0.0,615167.2,0.0,615167.2
Estonia,raw,Molybdenum,,0.0,16040.0,16000.0,40.0
Estonia,raw,Selenium,,0.0,2002.0,0.0,2002.0
Estonia,raw,Zinc,,0.0,1862.0,0.0,1862.0
Estonia,raw,Zirconium,,0.0,6948000.0,6850000.0,98000.0
Eswatini,raw,Gold,WMD,23.0,0.0,0.0,23.0
Ethiopia,raw,Chromium,WMD,200000.0,0.0,0.0,200000.0
Ethiopia,raw,Gold,WMD,3500.0,0.0,0.0,3500.0
Ethiopia,raw,Niobium,WMD,35000.0,0.0,0.0,35000.0
Ethiopia,raw,Platinum Group Metals,BGS,16.0,0.0,0.0,16.0
Ethiopia,raw,Silver,WMD,600.0,0.0,0.0,600.0
Ethiopia,raw,Tantalum,WMD,120000.0,0.0,0.0,120000.0
Fiji,processed,Aluminium,,0.0,4158953.66,30310.59,4128643.0700000003
Fiji,processed,Bauxite,,0.0,1701988.24,6653.33,1695334.91
Fiji,processed,Boron,,0.0,13584.32,0.0,13584.32
Fiji,processed,Cadmium,,0.0,21.0,0.0,21.0
Fiji,processed,Chromium,,0.0,1.4,0.0,1.4
Fiji,processed,Copper,,0.0,1407631.8800000001,52238.5,1355393.3800000001
Fiji,processed,Gold,,0.0,1.06,0.0,1.06
Fiji,processed,Lead,,0.0,25895.37,0.0,25895.37
Fiji,processed,Magnesium,,0.0,2342.0,0.0,2342.0
Fiji,processed,Molybdenum,,0.0,292.41,0.0,292.41
Fiji,processed,Nickel,,0.0,76.24000000000001,0.0,76.24000000000001
Fiji,processed,Silicon,,0.0,15950.41,0.0,15950.41
Fiji,processed,Tin,,0.0,463478.89999999997,0.0,463478.89999999997
Fiji,processed,Titanium,,0.0,153520.0,0.0,153520.0
Fiji,processed,Vanadium,,0.0,1033.0,0.0,1033.0
Fiji,processed,Zinc,,0.0,22745.54,3670.88,19074.66
Fiji,raw,Copper,,0.0,283.0,0.0,283.0
Fiji,raw,Gold,WMD,545.0,0.0,0.0,545.0
Fiji,raw,Graphite,,0.0,24342.66,5150.0,19192.66
Fiji,raw,Lithium,,0.0,89231.7,9218.89,80012.81
Fiji,raw,Molybdenum,,0.0,21.77,0.0,21.77
Fiji,raw,Silver,WMD,607.0,0.0,0.0,607.0
Finland,processed,Aluminium,,0.0,260366366.407,210983236.98000002,49383129.426999986
Finland,processed,Bauxite,,0.0,81410861.588,16561728.982,64849132.606
Finland,processed,Boron,,0.0,29913669.333,5862180.0,24051489.333
Finland,processed,Cobalt,BGS,10627000.0,3326866.0,5409.706,13948456.294
Finland,processed,Copper,BGS,276092000.0,149824004.024,417875530.228,8040473.796000004
Finland,processed,Gold,,0.0,2780.071,4.198,2775.873
Finland,processed,Lead,,0.0,42302595.25,8881524.0,33421071.25
Finland,processed,Lithium,,0.0,89826.326,6345.1179999999995,83481.208
Finland,processed,Magnesium,,0.0,43650450.896,103962.496,43546488.4
Finland,processed,Manganese,,0.0,1286.47,0.0,1286.47
Finland,processed,Molybdenum,,0.0,78697.534,1492.736,77204.798
Finland,processed,Rare Earths,,0.0,15014.732,2117.4719999999998,12897.26
Finland,processed,Selenium,BGS,122000.0,0.0,0.0,122000.0
Finland,processed,Silicon,,0.0,148285621.22,291617.234,147994003.986
Finland,processed,Tin,,0.0,304122.905,176248.459,127874.44600000003
Finland,processed,Titanium,,0.0,3748329.483,53352.380000000005,3694977.103
Finland,processed,Vanadium,,0.0,358462.26,24403.476,334058.784
Finland,raw,Aluminium,,0.0,2079462.55,2.0,2079460.55
Finland,raw,Bauxite,,0.0,2079462.55,2.0,2079460.55
Finland,raw,Boron,,0.0,4055021.0,48000.0,4007021.0
Finland,raw,Chromium,WMD,376390000.0,1618001.89,34786.0,377973215.89
Finland,raw,Cobalt,WMD,1057000.0,355966.0,0.0,1412966.0
Finland,raw,Copper,WMD,20132000.0,955199844.466,81278137.94,894053706.526
Finland,raw,Fluorspar,,0.0,25316608.32,10.0,25316598.32
Finland,raw,Gold,WMD,8804.0,74642224.196,11736603.09,62914425.10599999
Finland,raw,Graphite,,0.0,615123.582,7082.0,608041.582
Finland,raw,Magnesium,WMD,298025000.0,230.0,0.0,298025230.0
Finland,raw,Manganese,,0.0,998929.354,960.0,997969.354
Finland,raw,Nickel,WMD,41941000.0,373156363.982,122077700.224,293019663.758
Finland,raw,Platinum Group Metals,WMD,1695.0,0.0,0.0,1695.0
Finland,raw,Selenium,WMD,122000.0,2450.0,0.0,124450.0
Finland,raw,Silver,WMD,43915.0,9104760.0,3983876.0,5164799.0
Finland,raw,Tellurium,,0.0,1.0,0.0,1.0
Finland,raw,Tin,,0.0,56.0,5.594,50.406
Finland,raw,Zinc,WMD,58387000.0,1154654600.04,179996803.65,1033044796.39
France,processed,Aluminium,BGS,356700000.0,7476880081.006,4922160448.739,2911419632.2669992
France,processed,Bauxite,,0.0,3959675798.16,753856319.108,3205819479.052
France,processed,Boron,,0.0,203257713.605,34275933.602,168981780.003
France,processed,Cobalt,BGS,150000.0,8989820.550999999,6974565.723999999,2165254.8269999996
France,processed,Fluorspar,BGS,72754000.0,0.0,0.0,72754000.0
France,processed,Gallium,,0.0,3441386.843,300716.776,3140670.067
France,processed,Germanium,,0.0,3441386.843,300716.776,3140670.067
France,processed,Gold,,0.0,185911.245,147688.753,38222.492
France,processed,Graphite,BGS,39264000.0,0.0,0.0,39264000.0
France,processed,Imdium,,0.0,3441386.843,300716.776,3140670.067
France,processed,Indium,BGS,20000.0,0.0,0.0,20000.0
France,processed,Lead,BGS,66000000.0,143086957.22599998,202175726.46,6911230.765999973
France,processed,Lithium,,0.0,8549829.949000001,3030798.388,5519031.561000001
France,processed,Magnesium,,0.0,621238101.273,53436267.54,567801833.733
France,processed,Molybdenum,,0.0,14669723.239,8633338.618,6036384.620999999
France,processed,Nickel,BGS,7125000.0,294177730.48899996,183552735.326,117749995.16299996
France,processed,Niobium,,0.0,3449879.659,322465.43200000003,3127414.227
France,processed,Rare Earths,,0.0,13878199.589,12071537.666000001,1806661.9229999986
France,processed,Silver,,0.0,50606729.932000004,14132860.163,36473869.769
France,processed,Tin,,0.0,16840484.134,7002244.154,9838239.98
France,processed,Titanium,,0.0,44919293.931,43254155.168,1665138.763000004
France,processed,Vanadium,,0.0,6237235.665999999,466401.96,5770833.705999999
France,processed,Zinc,BGS,123100000.0,647863685.103,408750732.343,362212952.76000005
France,raw,Aluminium,WMD,356717000.0,859007441.252,19505184.0,1196219257.2519999
France,raw,Bauxite,WMD,120000000.0,859007441.252,19505184.0,959502257.252
France,raw,Boron,,0.0,13933919.624,272703.58400000003,13661216.04
France,raw,Chromium,,0.0,39264629.63,12846703.46,26417926.17
France,raw,Fluorspar,,0.0,134172213.288,1992948.0,132179265.288
France,raw,Graphite,,0.0,21584670.362,828670.022,20756000.34
France,raw,Indium,WMD,21000.0,0.0,0.0,21000.0
France,raw,Lead,,0.0,44158.84,36960.0,7198.8399999999965
France,raw,Lithium,,0.0,8583675718.644,2683857405.56,5899818313.084
France,raw,Magnesium,,0.0,7492322.65,1792663.492,5699659.158
France,raw,Manganese,,0.0,1220359705.822,347117097.488,873242608.3340001
France,raw,Molybdenum,,0.0,6835741.592,1809616.0,5026125.592
France,raw,Nickel,,0.0,13461.235,14.0,13447.235
France,raw,Niobium,,0.0,61.008,0.0,61.008
France,raw,Selenium,,0.0,115278.904,43959.378,71319.526
France,raw,Silver,,0.0,10504.187,0.0,10504.187
France,raw,Tellurium,,0.0,410756.246,81875.584,328880.662
France,raw,Titanium,,0.0,96001901.561,782008.0,95219893.561
France,raw,Vanadium,,0.0,61.008,0.0,61.008
France,raw,Zinc,,0.0,1069783658.96,248910870.67,820872788.2900001
France,raw,Zirconium,,0.0,32593809.35,5837063.642,26756745.708
France (French Guiana),raw,Gold,BGS,8000.0,0.0,0.0,8000.0
French Guiana,raw,Gold,WMD,1110.0,0.0,0.0,1110.0
French Polynesia,processed,Aluminium,,0.0,1606773.1639999999,0.0,1606773.1639999999
French Polynesia,processed,Bauxite,,0.0,10365.84,0.0,10365.84
French Polynesia,processed,Boron,,0.0,96.47,0.0,96.47
French Polynesia,processed,Copper,,0.0,904.254,0.0,904.254
French Polynesia,processed,Silicon,,0.0,1377.312,0.0,1377.312
French Polynesia,processed,Tin,,0.0,387.168,0.0,387.168
French Polynesia,processed,Zinc,,0.0,669.864,0.0,669.864
French Polynesia,raw,Lithium,,0.0,143075.4,0.0,143075.4
French Polynesia,raw,Magnesium,,0.0,52.81,0.0,52.81
Gabon,raw,Gold,WMD,1276.0,0.0,0.0,1276.0
Gabon,raw,Manganese,WMD,4386300000.0,0.0,0.0,4386300000.0
Gambia,processed,Bauxite,,0.0,2363.0,0.0,2363.0
Gambia,processed,Boron,,0.0,6338.5,0.0,6338.5
Gambia,processed,Gold,,0.0,15.0,0.0,15.0
Gambia,processed,Nickel,,0.0,7966.0,0.0,7966.0
Gambia,processed,Silicon,,0.0,7635.0,0.0,7635.0
Gambia,processed,Tin,,0.0,25000.0,0.0,25000.0
Gambia,raw,Chromium,,0.0,260.0,0.0,260.0
Gambia,raw,Copper,,0.0,2600.0,0.0,2600.0
Gambia,raw,Titanium,BGS,35000000.0,0.0,0.0,35000000.0
Gambia,raw,Zirconium,BGS,4000000.0,0.0,0.0,4000000.0
Georgia,processed,Bauxite,,0.0,1068832.58,60760.0,1008072.5800000001
Georgia,processed,Boron,,0.0,91880.86,48000.0,43880.86
Georgia,processed,Chromium,,0.0,2400.5,50.0,2350.5
Georgia,processed,Cobalt,,0.0,831.06,0.0,831.06
Georgia,processed,Gallium,,0.0,40.0,0.0,40.0
Georgia,processed,Germanium,,0.0,40.0,0.0,40.0
Georgia,processed,Imdium,,0.0,40.0,0.0,40.0
Georgia,processed,Lithium,,0.0,6295.38,0.0,6295.38
Georgia,processed,Magnesium,,0.0,515548.72,2400.0,513148.72
Georgia,processed,Molybdenum,,0.0,502.38,0.0,502.38
Georgia,processed,Nickel,,0.0,41734.68,8063.86,33670.82
Georgia,processed,Niobium,,0.0,40.0,0.0,40.0
Georgia,processed,Rare Earths,,0.0,0.7,0.0,0.7
Georgia,processed,Tin,,0.0,10273.539999999999,0.6,10272.939999999999
Georgia,processed,Vanadium,,0.0,40.58,0.0,40.58
Georgia,processed,Zinc,,0.0,148424.92,41622.0,106802.92000000001
Georgia,raw,Aluminium,,0.0,432680.0,0.0,432680.0
Georgia,raw,Bauxite,,0.0,432680.0,0.0,432680.0
Georgia,raw,Chromium,,0.0,35001420.0,43900.0,34957520.0
Georgia,raw,Fluorspar,,0.0,299392.68,0.0,299392.68
Georgia,raw,Graphite,,0.0,900.0,2.0,898.0
Georgia,raw,Lead,BGS,2301000.0,0.0,578.4,2300421.6
Georgia,raw,Lithium,,0.0,421605.64,31889.8,389715.84
Georgia,raw,Manganese,WMD,212300000.0,254240570.0,25435100.0,441105470.0
Georgia,raw,Molybdenum,,0.0,400.0,0.0,400.0
Georgia,raw,Silver,WMD,24000.0,0.0,0.0,24000.0
Georgia,raw,Zinc,BGS,4602000.0,0.0,0.0,4602000.0
Germany,processed,Aluminium,BGS,189471000.0,43958348624.108,32006523271.618,12141296352.490002
Germany,processed,Arsenic,,0.0,121088.65,68450.272,52638.378
Germany,processed,Boron,,0.0,479673558.16099995,33523035.562,446150522.599
Germany,processed,Cadmium,BGS,400000.0,2855803.056,1293885.988,1961917.068
Germany,processed,Chromium,,0.0,117497550.72399999,96341207.79599999,21156342.928000003
Germany,processed,Copper,BGS,936100000.0,9127028734.098,9903828720.114,159300013.98399925
Germany,processed,Fluorspar,BGS,35508000.0,0.0,0.0,35508000.0
Germany,processed,Gold,,0.0,3713268.838,2205330.112,1507938.7259999998
Germany,processed,Graphite,BGS,136000.0,0.0,0.0,136000.0
Germany,processed,Lead,BGS,310000000.0,1918215733.9220002,1511644194.112,716571539.81
Germany,processed,Magnesium,,0.0,3167966204.12,619638216.316,2548327987.804
Germany,processed,Manganese,,0.0,134814335.462,1320196.116,133494139.34600002
Germany,processed,Molybdenum,,0.0,38424521.352,11864125.388,26560395.963999998
Germany,processed,Nickel,,0.0,818656370.058,717201106.31,101455263.74800003
Germany,processed,Platinum Group Metals,,0.0,60694202.971999995,47145340.688,13548862.283999994
Germany,processed,Rare Earths,,0.0,42373221.21,3569040.4080000003,38804180.802
Germany,processed,Selenium,BGS,300000.0,0.0,0.0,300000.0
Germany,processed,Silicon,USGS,60000000.0,3746584823.2679996,2966431626.868,840153196.3999996
Germany,processed,Silver,,0.0,487556792.38199997,380769314.232,106787478.14999998
Germany,processed,Tin,,0.0,129022625.118,35261819.816,93760805.302
Germany,processed,Vanadium,,0.0,32048612.74,9420887.916,22627724.824
Germany,processed,Zinc,BGS,300000.0,3339550505.786,2092153127.652,1247697378.1339998
Germany,raw,Aluminium,WMD,189471000.0,17900268934.704,255713000.0,17834026934.704
Germany,raw,Bauxite,USGS,0.0,17900268934.704,255713000.0,17644555934.704
Germany,raw,Boron,,0.0,37547518.934,1814910.836,35732608.098
Germany,raw,Cadmium,WMD,112000.0,0.0,0.0,112000.0
Germany,raw,Chromium,,0.0,887137513.536,169391477.672,717746035.8640001
Germany,raw,Cobalt,,0.0,19208.0,0.0,19208.0
Germany,raw,Copper,WMD,71000.0,8163104258.596001,438041221.024,7725134037.5720005
Germany,raw,Fluorspar,WMD,35508000.0,983002140.792,230425152.0,788084988.792
Germany,raw,Gold,WMD,14.0,200384971.352,264915.536,200120069.81599998
Germany,raw,Graphite,WMD,136000.0,436138765.49600005,147432774.496,288841991.00000006
Germany,raw,Lead,,0.0,2069554870.944,4404781.48,2065150089.464
Germany,raw,Lithium,,0.0,9925936445.984,1369191328.0,8556745117.983999
Germany,raw,Magnesium,,0.0,16980920.892,1285223.96,15695696.932
Germany,raw,Manganese,,0.0,119142128.112,17035094.296,102107033.816
Germany,raw,Nickel,,0.0,8818240.0,3676896.0,5141344.0
Germany,raw,Silver,WMD,7000.0,32868072.0,0.0,32875072.0
Germany,raw,Tellurium,,0.0,8430100.646,1657862.836,6772237.81
Germany,raw,Titanium,,0.0,2980581833.184,178483656.0,2802098177.184
Germany,raw,Zinc,,0.0,1848536263.296,11042400.0,1837493863.296
Ghana,processed,Aluminium,BGS,48314000.0,0.0,0.0,48314000.0
Ghana,processed,Lead,BGS,18681000.0,0.0,0.0,18681000.0
Ghana,raw,Aluminium,WMD,48314000.0,0.0,0.0,48314000.0
Ghana,raw,Bauxite,WMD,959601000.0,0.0,0.0,959601000.0
Ghana,raw,Gold,WMD,125611.0,0.0,0.0,125611.0
Ghana,raw,Manganese,WMD,870500000.0,0.0,0.0,870500000.0
Ghana,raw,Silver,WMD,1000.0,0.0,0.0,1000.0
Greece,processed,Arsenic,,0.0,52000.0,0.0,52000.0
Greece,processed,Boron,,0.0,6342807.546,88676.0,6254131.546
Greece,processed,Cadmium,,0.0,352.0,0.0,352.0
Greece,processed,Chromium,,0.0,96506.0,30346.0,66160.0
Greece,processed,Cobalt,,0.0,27860.0,1294.0,26566.0
Greece,processed,Copper,,0.0,195106288.163,67916617.931,127189670.232
Greece,processed,Gallium,,0.0,172.0,0.0,172.0
Greece,processed,Germanium,,0.0,172.0,0.0,172.0
Greece,processed,Gold,,0.0,1292.0,350.624,941.376
Greece,processed,Imdium,,0.0,172.0,0.0,172.0
Greece,processed,Lead,BGS,36000000.0,138433684.0,36915035.55,137518648.45
Greece,processed,Lithium,,0.0,74356.0,0.0,74356.0
Greece,processed,Manganese,,0.0,1664998.7480000001,0.0,1664998.7480000001
Greece,processed,Molybdenum,,0.0,18294.0,10.0,18284.0
Greece,processed,Nickel,BGS,0.0,254854.0,17534.0,237320.0
Greece,processed,Rare Earths,,0.0,10846.0,400.0,10446.0
Greece,processed,Silicon,,0.0,13488436.262,896924.0,12591512.262
Greece,processed,Silver,,0.0,28857.306,2700.0,26157.306
Greece,processed,Tin,,0.0,328728.0,148858.0,179870.0
Greece,processed,Titanium,,0.0,789628.0,4534.0,785094.0
Greece,processed,Vanadium,,0.0,653552.0,0.0,653552.0
Greece,processed,Zinc,,0.0,26845060.224000003,18406102.0,8438958.224000003
Greece,raw,Aluminium,WMD,183361000.0,2466713260.0,262394008.0,2387680252.0
Greece,raw,Bauxite,WMD,974938000.0,2466713260.0,262394008.0,3179257252.0
Greece,raw,Boron,,0.0,7510268.0,274.0,7509994.0
Greece,raw,Chromium,WMD,0.0,196680.0,0.0,196680.0
Greece,raw,Fluorspar,,0.0,30067498.838,21650.0,30045848.838
Greece,raw,Graphite,,0.0,59054.0,1598.0,57456.0
Greece,raw,Lead,WMD,15220000.0,0.0,0.0,15220000.0
Greece,raw,Magnesium,WMD,135363000.0,54099122.0,0.0,189462122.0
Greece,raw,Manganese,,0.0,42348294.0,0.0,42348294.0
Greece,raw,Nickel,WMD,0.0,211416.0,0.0,211416.0
Greece,raw,Niobium,,0.0,26.0,0.0,26.0
Greece,raw,Selenium,,0.0,15106.0,0.0,15106.0
Greece,raw,Silver,WMD,42988.0,0.0,0.0,42988.0
Greece,raw,Tin,,0.0,20.0,0.0,20.0
Greece,raw,Titanium,,0.0,27900.0,0.0,27900.0
Greece,raw,Vanadium,,0.0,26.0,0.0,26.0
Grenada,processed,Aluminium,,0.0,711193.042,119925.192,591267.85
Grenada,processed,Bauxite,,0.0,3926.2400000000002,0.0,3926.2400000000002
Grenada,processed,Boron,,0.0,392.92,0.0,392.92
Grenada,processed,Copper,,0.0,46010.151999999995,0.0,46010.151999999995
Grenada,processed,Lead,,0.0,79.48,0.0,79.48
Grenada,processed,Lithium,,0.0,158.32,0.0,158.32
Grenada,processed,Magnesium,,0.0,2297.548,0.0,2297.548
Grenada,processed,Manganese,,0.0,643.992,0.0,643.992
Grenada,processed,Nickel,,0.0,11.704,0.0,11.704
Grenada,processed,Rare Earths,,0.0,14.0,0.0,14.0
Grenada,processed,Silicon,,0.0,65514.409999999996,0.0,65514.409999999996
Grenada,processed,Silver,,0.0,323.2,0.0,323.2
Grenada,processed,Tin,,0.0,2770.04,0.0,2770.04
Grenada,processed,Zinc,,0.0,1801.06,0.0,1801.06
Grenada,raw,Boron,,0.0,2508.22,0.0,2508.22
Grenada,raw,Fluorspar,,0.0,34767.58,0.0,34767.58
Grenada,raw,Graphite,,0.0,140.64,0.0,140.64
Grenada,raw,Magnesium,,0.0,1808.916,0.0,1808.916
Guatemala,processed,Aluminium,,0.0,59073775.0,50652789.0,8420986.0
Guatemala,processed,Arsenic,,0.0,1.0,0.0,1.0
Guatemala,processed,Bauxite,,0.0,7387982.0,181575.0,7206407.0
Guatemala,processed,Chromium,,0.0,17463.0,1.0,17462.0
Guatemala,processed,Gold,,0.0,915.0,24.0,891.0
Guatemala,processed,Lead,BGS,0.0,89801.0,175.0,89626.0
Guatemala,processed,Magnesium,,0.0,805937.0,25579.0,780358.0
Guatemala,processed,Manganese,,0.0,678538.0,532.0,678006.0
Guatemala,processed,Molybdenum,,0.0,24462.0,5144.0,19318.0
Guatemala,processed,Nickel,BGS,0.0,1942.0,274.0,1668.0
Guatemala,processed,Platinum Group Metals,,0.0,132.0,2.0,130.0
Guatemala,processed,Silicon,,0.0,38407526.0,530911.0,37876615.0
Guatemala,processed,Silver,,0.0,3929.0,797.0,3132.0
Guatemala,processed,Tin,,0.0,54077.0,1414.0,52663.0
Guatemala,processed,Titanium,,0.0,2270353.0,168494.0,2101859.0
Guatemala,processed,Vanadium,,0.0,19646.0,0.0,19646.0
Guatemala,processed,Zinc,,0.0,3919611.0,1354901.0,2564710.0
Guatemala,raw,Aluminium,,0.0,18.0,0.0,18.0
Guatemala,raw,Antimony,WMD,25000.0,0.0,0.0,25000.0
Guatemala,raw,Bauxite,,0.0,18.0,0.0,18.0
Guatemala,raw,Boron,,0.0,118809.0,250.0,118559.0
Guatemala,raw,Cobalt,,0.0,58.0,1.0,57.0
Guatemala,raw,Copper,,0.0,1371.0,5.0,1366.0
Guatemala,raw,Fluorspar,,0.0,22476374.0,0.0,22476374.0
Guatemala,raw,Graphite,,0.0,4499.0,0.0,4499.0
Guatemala,raw,Lead,WMD,0.0,1.0,0.0,1.0
Guatemala,raw,Magnesium,WMD,10000000.0,9900.0,8859960.0,1149940.0
Guatemala,raw,Manganese,,0.0,68481.0,0.0,68481.0
Guatemala,raw,Molybdenum,,0.0,1.0,0.0,1.0
Guatemala,raw,Niobium,,0.0,1200.0,170.0,1030.0
Guatemala,raw,Selenium,,0.0,147733.0,37020.0,110713.0
Guatemala,raw,Silver,,0.0,9.0,0.0,9.0
Guatemala,raw,Tin,,0.0,7.0,0.0,7.0
Guatemala,raw,Vanadium,,0.0,1200.0,170.0,1030.0
Guatemala,raw,Zinc,,0.0,724.0,525.0,199.0
Guinea,processed,Bauxite,USGS,300000000.0,0.0,0.0,300000000.0
Guinea,raw,Bauxite,WMD,123067415000.0,0.0,0.0,123067415000.0
Guinea,raw,Gold,WMD,75599.0,0.0,0.0,75599.0
Guyana,processed,Aluminium,,0.0,14067789.62,2962195.96,11105593.66
